 Product ID , Work Center , Section , Option , ID , Task , Qty , Time(min) , Total Time ,, Sum of Total Time , Column Labels ,,,,,,
 PRS , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRSLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRW , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PRWLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PW , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWS , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWSLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWW , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 PWWLED , Preparation , SR1 , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TB , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TB , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDILED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDILED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDILEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDILEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDLED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDLED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDLEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDLEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBILED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBILED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBILEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBILEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBIPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBIPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBLEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBLEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBW , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBW , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDILED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDILED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDILEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDILEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDLED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDLED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDLEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDLEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWILED , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWILED , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWILEDPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWILEDPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWIPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWIPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TBWPAT , Preparation , SR1 , aendcap2 , CAD 1.00 , break tab , CAD 1.00 ,0.33, CAD 0.33 ,,,,,,,,,
 TBWPAT , Preparation , SR1 , aendcap2 , CAD 2.00 , press 4 pins in end cap , CAD 1.00 ,0.84, CAD 0.84 ,,,,,,,,,
 TWC , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWC , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWCW , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWCW , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWO , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWO , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWOW , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWOW , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWR , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWR , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWRLED , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWRLED , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWRW , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWRW , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 TWRWLED , Preparation , SR1 , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 TWRWLED , Preparation , SR1 , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 WB , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WB , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WB , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBDI , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBDI , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBDI , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBDILED , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBDILED , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBDILED , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBDIW , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBDIW , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBDIW , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBDIWLED , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBDIWLED , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBDIWLED , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBLED , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBLED , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBLED , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBR , Preparation , SR1 , aendcapwbr , CAD 6.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBR , Preparation , SR1 , aendcapwbr , CAD 7.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBR , Preparation , SR1 , aendcapwbr , CAD 8.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBRLED , Preparation , SR1 , aendcapwbr , CAD 6.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBRLED , Preparation , SR1 , aendcapwbr , CAD 7.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBRLED , Preparation , SR1 , aendcapwbr , CAD 8.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBS , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBS , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBS , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBSLED , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBSLED , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBSLED , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBW , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBW , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBW , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 WBWLED , Preparation , SR1 , aendcapwbp , CAD 4.00 , sub-ass gasket on end cap with 4 bolts , CAD 1.00 , CAD 0.36 , CAD 0.36 ,,,,,,,,,
 WBWLED , Preparation , SR1 , aendcapwbp , CAD 5.00 , fix plastic connector for power cord on 1 end cap , CAD 1.00 , CAD 0.39 , CAD 0.39 ,,,,,,,,,
 WBWLED , Preparation , SR1 , aendcapwbp , CAD 6.00 , fix bx metal connector to endcap , CAD 1.00 , CAD 1.23 , CAD 1.23 ,,,,,,,,,
 AR , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARS , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARSLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARW , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARWBT , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARWBTLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 ARWLED , Preparation , SRE , aendcap7 , CAD 1.00 , screwed sub-assy hanger bracket inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6 , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6 , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6D , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6D , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6DLED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6DLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6DPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6DPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6I , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6I , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6ILED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6ILEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6IPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6IPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6LEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6PAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6PAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6S , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6S , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6SLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6SLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6SPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6SPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6W , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6W , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6WD , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WD , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6WDLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WDLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WDPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WDPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6WI , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WI , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6WILEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WIPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WIPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 B6WLEDPAT , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WPAT , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 B6WPAT , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BB , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BB , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBD , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBD , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBDILED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBDILEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBDLED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBDLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBDPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBDPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBI , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBI , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBILED , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBILED2 , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBILEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBIPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBIPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBLED2 , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBLEDPAT , Preparation , SRE , aendcap6 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBPAT , Preparation , SRE , aendcap5 , CAD 2.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBPAT , Preparation , SRE , aendcap5 , CAD 3.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBS , Preparation , SRE , aendcap3 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
 BBS , Preparation , SRE , aendcap3 , CAD 2.00 , screw reflector inside end cap , CAD 1.00 , CAD 0.60 , CAD 0.60 ,,,,,,,,,
 BBSLED , Preparation , SRE , aendcap4 , CAD 1.00 , break tab , CAD 1.00 , CAD 0.33 , CAD 0.33 ,,,,,,,,,
