Product ID,Lighting,Fixture Type,Option,Work Center,ID,Task,Time(min),,Sum of Time(min),Column Labels,,,
SUA,fluorescent,pendant,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
SUA,fluorescent,pendant,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
SUA,fluorescent,pendant,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
SUA,fluorescent,pendant,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
SUA,fluorescent,pendant,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
SUA,fluorescent,pendant,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
SUS,fluorescent,surface,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
SUS,fluorescent,surface,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
SUS,fluorescent,surface,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
SUS,fluorescent,surface,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
SUW,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
SUW,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
SUW,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
SUW,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,4,Put battery in housing and fix with XO brkt & screws,1.65,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,6,Indicator light connections+clip light,2,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,7,Test switch connections,2.81,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,8,Extra time to connect light to batt.,1,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,9,Extra time to connecte driver to batt.,2,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,10,Extra time for Battery test,0.2,,,,,,
SUWA,fluorescent,wall,battfluo4,Assembly,11,Emergency labels,0.36,,,,,,
SUWA,fluorescent,wall,battfluo4,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
SUWA,fluorescent,wall,battfluo4,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
SUWA,fluorescent,wall,battfluo4,Preparation,3,Put ballast aside,0.08,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TB,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TB,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TB,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TB,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBDILED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBDILED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBDILED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBDILED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBDILED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBDILED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBDILED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBDILED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBDILED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBDILEDPAT,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBDILEDPAT,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBDILEDPAT,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBDLED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBDLED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBDLED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBDLED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBDLED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBDLED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBDLED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBDLED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBDLED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBDLEDPAT,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBDLEDPAT,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBDLEDPAT,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBDPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBILED,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBILED,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBILED,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBILED,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBILED,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBILED,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBILED,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBILED,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBILED,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBILEDPAT,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBILEDPAT,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBILEDPAT,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBIPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBLEDPAT,led,pendant,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBLEDPAT,led,pendant,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBLEDPAT,led,pendant,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBPAT,fluorescent,pendant,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBW,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBW,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBW,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBW,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBWDILED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWDILED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWDILED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWDILED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWDILED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWDILED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWDILED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWDILED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWDILED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWDILEDPAT,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWDILEDPAT,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWDILEDPAT,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWDLED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWDLED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWDLED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWDLED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWDLED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWDLED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWDLED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWDLED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWDLED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWDLEDPAT,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWDLEDPAT,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWDLEDPAT,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBWDPAT,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBWILED,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWILED,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWILED,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWILED,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWILED,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWILED,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWILED,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWILED,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWILED,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TBWILEDPAT,led,wall,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TBWILEDPAT,led,wall,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TBWILEDPAT,led,wall,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBWIPAT,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TBWPAT,fluorescent,wall,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TEK12,fluorescent,Grid,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TEK12,fluorescent,Grid,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TEK12,fluorescent,Grid,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
TEK12,fluorescent,Grid,battfluo1,Preparation,3,Put ballast aside,0.08,,,,,,
TEK12,fluorescent,Grid,Battflou1,Preparation,1,remove battery & acc. from box,0.3,,,,,,
TEK12,fluorescent,Grid,Battflou1,Preparation,1,cap unused lead wire (black or orange),0.33,,,,,,
TEK12,fluorescent,Grid,Battflou1,Preparation,1,put ballast aside,0.08,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,put battery in housing and fix with screws,1.17,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,inverter connections+get out wires,0.3,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,indicator light connections+clip light,2,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,test switch connections,2.81,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,extra time to connect light to batt.,1,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,extra time to connect driver to batt.,2,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,extra time for Battery test,0.2,,,,,,
TEK12,fluorescent,Grid,Battflou1,Assembly,1,emergency labels,0.36,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,3,Put battery in housing and fix with screws,1.17,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,4,Inverter connections+get out wires,0.3,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,5,Indicator light connections+clip light,2,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,6,Test switch connections,2.81,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,7,Extra time to connecte driver to batt.,3,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,8,Extra time for Battery test,0.2,,,,,,
TEK12LED,led,Grid LED,battled1,Assembly,9,Emergency labels,0.36,,,,,,
TEK12LED,led,Grid LED,battled1,Preparation,1,Sub-assembly battery,0.3,,,,,,
TEK12LED,led,Grid LED,battled1,Preparation,2,Drill hole in reflector for invertor wires,0.45,,,,,,
TEK12LED,led,Grid,Battled1,Preparation,,sub-assembly battery,0.3,,,,,,
TEK12LED,led,Grid,Battled1,Preparation,,drill hole in reflector for invertor wires,0.45,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,put battery in housing and fix with screws,1.17,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,inverter connections+get out wires,0.3,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,indicator light connections+clip light,2,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,test switch connections,2.81,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,extra time to connecte driver to batt.,3,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,extra time for Battery test,0.2,,,,,,
TEK12LED,led,Grid,Battled1,Assembly,,emergency labels,0.36,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,4,Put battery in housing and fix with screws,1.17,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,5,Inverter connections+get out wires,0.3,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,6,Indicator light connections+clip light,2,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,7,Test switch connections,2.81,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,8,Extra time to connect light to batt.,1,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,9,Extra time to connect driver to batt.,2,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,10,Extra time for Battery test,0.2,,,,,,
TEK6,fluorescent,Grid,battfluo1,Assembly,11,Emergency labels,0.36,,,,,,
TEK6,fluorescent,Grid,battfluo1,Preparation,1,Remove battery & acc. from box,0.3,,,,,,
TEK6,fluorescent,Grid,battfluo1,Preparation,2,Cap unused lead wire (black or orange),0.33,,,,,,
